,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure
204,DRAYCOTT DRIVE,RESIDENTIAL APARTMENTS,CCR,1.2668691962349081,103.87326467906937,21679.005842352264,10,Freehold
205,OWEN ROAD,RESIDENTIAL APARTMENTS,RCR,1.2895453922381066,103.87728807068531,9090.90909090909,08,Freehold
206,GRANGE ROAD,CLIVEDEN AT GRANGE,CCR,1.261996929019152,103.86336508970925,29729.96212121212,10,Freehold
207,HULLET ROAD,8 HULLET,CCR,1.2749303820808926,103.86661663535466,37044.4432720522,09,Freehold
208,KIM YAM ROAD,OLEANAS RESIDENCE,CCR,1.275102207025389,103.85711693600749,17044.280352713533,09,Freehold
209,LORONG 28 GEYLANG,EDENZ SUITES,RCR,1.3222694276976945,103.87641281804592,13355.92215554618,14,Freehold
210,BALMORAL CRESCENT,THE BALMORAL SPRING,CCR,1.2704789756280086,103.87899169652796,18750.0,10,Freehold
211,SCOTTS ROAD,SCOTTS HIGHPARK,CCR,1.2729214803748912,103.87591054671587,20691.243179797766,09,Freehold
212,LINCOLN ROAD,THE LINC,CCR,1.2787413357707837,103.87802628062518,18972.689075630253,11,Freehold
213,THOMSON ROAD,CUBE 8,CCR,1.2776473718916612,103.89180597128164,16386.3581062104,11,Freehold
214,STEVENS ROAD,THE ELEMENT @ STEVENS,CCR,1.2622962193921985,103.88161465678441,16387.826198895338,10,Freehold
215,JERVOIS ROAD,JERVOIS LODGE,CCR,1.2593591670811022,103.85785548616784,16147.881803981436,10,Freehold
216,DRAYCOTT DRIVE,J C DRAYCOTT,CCR,1.267140779379207,103.87343671677716,22544.950013304446,10,Freehold
217,DEVONSHIRE ROAD,DEVONSHIRE RESIDENCES,CCR,1.2735552277597577,103.862478989189,24518.153561517112,09,Freehold
218,DUNEARN ROAD,PULLMAN RESIDENCES NEWTON,CCR,1.275224596174447,103.87820316957986,29863.824652801595,11,Freehold
219,BALMORAL ROAD,BALMORAL 8,CCR,1.2683765869348318,103.8780483469066,18864.34515051003,10,Freehold
220,MAR THOMA ROAD,THE CALLISTA,RCR,1.2991930253675472,103.8909636683383,11298.822650384664,12,999 yrs lease commencing from 1882
221,TAMAN SERASI,BOTANIC GARDENS MANSION,CCR,1.256281457605554,103.87173357029324,17942.779613025014,10,Freehold
222,ANTHONY ROAD,ORCHARD SCOTTS,CCR,1.2746554402141088,103.87322308788261,16375.921900922216,09,99 yrs lease commencing from 2001
223,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,CCR,1.2757690985276084,103.8693713162795,37333.666639634845,09,Freehold
224,QUEENSWAY,VIZ AT HOLLAND,CCR,1.2379032500268605,103.87201124804912,17199.156774049927,10,Freehold
225,GRANGE ROAD,BEVERLY HILL,CCR,1.2616931568323253,103.8621394194622,21541.26503008292,10,Freehold
226,OXLEY RISE,ONE OXLEY RISE,CCR,1.277940379662131,103.8628781088089,19724.405051987353,09,Freehold
227,LORONG 34 GEYLANG,GEYLANG HERITAGE,RCR,1.3241801700664946,103.87632215013157,10116.244302196195,14,Freehold
228,WOOLLERTON PARK,WOOLLERTON PARK,CCR,1.2440045423916382,103.8796670240932,17510.132610826164,10,Freehold
229,SOMMERVILLE WALK,SOMMERVILLE LOFT,OCR,1.3062016338941795,103.90701439672287,10311.20530353689,13,Freehold
230,MACKENZIE ROAD,THE MKZ,CCR,1.2828503225926964,103.87010533555873,17838.585243013,09,Freehold
231,LORONG 33 GEYLANG,DELIGHT COURT,RCR,1.3245738453338693,103.87867046605031,9088.422161999397,14,Freehold
232,GRANGE ROAD,120 GRANGE,CCR,1.2616494503164006,103.86360418667199,33221.87231980358,10,Freehold
233,LORONG 40 GEYLANG,THE SUNNY SPRING,RCR,1.3260050300987136,103.87574002513695,11757.827382694248,14,Freehold
234,SHANGHAI ROAD,RV EDGE,CCR,1.2642306187106187,103.85854179951671,20462.700195775702,10,Freehold
235,MATTAR ROAD,THE ANTARES,RCR,1.3201421335040309,103.8892669552206,19221.7991202163,14,99 yrs lease commencing from 2018
236,CAIRNHILL CIRCLE,THE PROMONT,CCR,1.2741732469692777,103.87128184704618,20950.354659056273,09,Freehold
237,OXLEY RISE,VISIONCREST,CCR,1.279321388700073,103.86188730237349,21151.621648367833,09,Freehold
238,TREVOSE CRESCENT,THE GLYNDEBOURNE,CCR,1.2597117262914965,103.88570689716266,22019.48907568539,11,Freehold
239,LORONG 34 GEYLANG,SUNFLOWER LODGE,RCR,1.3244428291529493,103.87713706960724,10333.792424987703,14,Freehold
240,HERTFORD ROAD,VANADIUM,RCR,1.2840747220717514,103.8764353748908,14650.788790004477,08,Freehold
241,HERTFORD ROAD,HERTFORD COLLECTION,RCR,1.285231548871896,103.87679719302851,14511.553925414477,08,Freehold
242,JERVOIS ROAD,JERVOIS TREASURES,CCR,1.2596457207264662,103.85649158265907,25892.506474820144,10,Freehold
243,GRANGE ROAD,SPRING GROVE,CCR,1.2631152489655357,103.86121310014582,16170.900919714519,10,99 yrs lease commencing from 1991
244,BOON TECK ROAD,BOON TECK APARTMENTS,RCR,1.2869371872817688,103.89063668910327,11600.0,12,Freehold
245,SHELFORD ROAD,THE SHELFORD,CCR,1.2476834906603393,103.88904775099968,20104.05544367754,11,Freehold
246,LORONG 25A GEYLANG,CENTRA SUITES,RCR,1.3197884152846064,103.87818362097764,14894.173565819909,14,Freehold
247,IRRAWADDY ROAD,DOMUS,RCR,1.2817644349967756,103.88917258690645,15795.311852460536,12,Freehold
248,LENGKONG TUJOH,VACANZA @ EAST,OCR,1.3515692177021992,103.89295491012822,12710.562624097434,14,Freehold
249,NATHAN ROAD,LOFT @ NATHAN,CCR,1.2637229823678022,103.85820688064081,19825.62233982827,10,Freehold
250,LORONG 6 GEYLANG,CRYSTAL MANSIONS,RCR,1.3131323548796476,103.87470624283068,7378.917378917379,14,Freehold
251,SOMMERVILLE ROAD,BELLA VISTA,OCR,1.3067421125146965,103.90747142219,12118.113401649987,13,Freehold
252,SOPHIA ROAD,CITYVALE,CCR,1.2843738737506416,103.86565791609523,17275.84153699587,09,Freehold
253,GRANGE ROAD,GRANGE INFINITE,CCR,1.2709633486096736,103.86305158290766,22664.90355888895,09,Freehold
254,EWE BOON ROAD,EWE BOON REGENT,CCR,1.2666317675545402,103.88000878228142,17234.210179324895,10,Freehold
255,WOODLEIGH CLOSE,BLOSSOMS @ WOODLEIGH,RCR,1.3054772466642341,103.89974206861272,14141.76389808912,13,Freehold
256,KIM KEAT ROAD,KIM KEAT GARDENS,RCR,1.288948883507155,103.88706091620718,9270.111548212257,12,99 yrs lease commencing from 2001
257,KILLINEY ROAD,TAI WAH BUILDING,CCR,1.2746687395986587,103.86182651358986,20555.04761977083,09,Freehold
258,DEVONSHIRE ROAD,ILLUMINAIRE ON DEVONSHIRE,CCR,1.273031935316267,103.86269872492119,23752.945966004037,09,Freehold
259,RIVER VALLEY CLOSE,EURO-ASIA COURT,CCR,1.2737090508024973,103.85777863657091,16274.869978403003,09,Freehold
260,BALESTIER ROAD,URBAN HERITAGE,RCR,1.2896403586238137,103.88532882376728,12371.411157993436,12,Freehold
261,LORONG 22 GEYLANG,GRANDVIEW SUITES,RCR,1.3189505871531704,103.87632002311085,14233.321308321307,14,Freehold
262,SING AVENUE,BLISS REGALIA,RCR,1.2905079716673795,103.87973370966027,13833.333333333334,08,Freehold
263,LORONG 25 GEYLANG,SKT MANSIONS,RCR,1.3191249358609136,103.87822848518549,9609.990834697219,14,Freehold
264,GUILLEMARD ROAD/JALAN MOLEK,RESIDENTIAL APARTMENTS,RCR,1.3195488416600518,103.87457909541861,26959.647495361784,14,9999 yrs lease commencing from 1962
265,ORANGE GROVE ROAD,DARBY PARK,CCR,1.2623820209728027,103.87367983699252,27484.011976047903,10,99 yrs lease commencing from 1993
266,KHIANG GUAN AVENUE,LINCOLN SUITES,CCR,1.278980935805848,103.88062355990841,21823.623789780086,11,Freehold
267,GRANGE ROAD,RAINBOW MANSION,CCR,1.2610986480398096,103.86381040034831,14814.814814814816,10,Freehold
268,ROBERTSON QUAY,UP@ROBERTSON QUAY,CCR,1.2734832487120338,103.85451828700583,26028.5443889599,09,99 yrs lease commencing from 2011
269,ST. MICHAEL'S ROAD,ST MICHAEL REGENCY,RCR,1.3002203497641809,103.89136546426593,12743.849005729695,12,Freehold
270,KIM KEAT ROAD,VICTORY HEIGHTS,RCR,1.2889049173053022,103.88788434023334,9989.890092108539,12,Freehold
271,HOLLAND ROAD,HYLL ON HOLLAND,CCR,1.2383523507411514,103.87381648607253,26248.895572776444,10,Freehold
272,BUKIT TIMAH ROAD,FERRELL RESIDENCES,CCR,1.2685107555549018,103.88121013707334,19180.35756056809,10,Freehold
273,LORONG 30 GEYLANG,VIENTO,RCR,1.3230417439727264,103.87575880654875,13509.105121964218,14,Freehold
274,KIM YAM ROAD,RESIDENTIAL APARTMENTS,CCR,1.2757891651602624,103.85715309268195,15033.015407190022,09,99 yrs lease commencing from 1997
275,MOHAMED SULTAN ROAD,THE PIER AT ROBERTSON,CCR,1.276777221491826,103.85509823175103,21199.53503748157,09,Freehold
276,RIVER VALLEY ROAD,283 STUDIO,CCR,1.2760309960796534,103.85935690670725,17346.938775510203,09,999 yrs lease commencing from 1841
277,LORONG 36 GEYLANG,SUNFLOWER VIEW,RCR,1.324860212600754,103.87642794964718,10612.728630085852,14,Freehold
278,DEVONSHIRE ROAD,THE SUITES AT CENTRAL,CCR,1.2728485097242754,103.86212905832188,24489.40610992601,09,Freehold
279,DERBYSHIRE ROAD,6 DERBYSHIRE,CCR,1.2821385974486212,103.87920590975197,24672.568144847744,11,Freehold
280,BALMORAL CRESCENT,SUI GENERIS,CCR,1.270550495005644,103.87981070319927,21007.24204057467,10,Freehold
281,RANGOON ROAD,LOFT @ RANGOON,RCR,1.2898639540532262,103.87848837485187,15918.073510340591,08,Freehold
282,SHELFORD ROAD,SHELFORD SUITES,CCR,1.2486979181620603,103.89005451852576,16436.203378148104,11,Freehold
283,KIM KEAT ROAD,KIM KEAT HOUSE,RCR,1.290326573366667,103.8888396161982,9018.310013261724,12,Freehold
284,LORONG 32 GEYLANG,SILVERSCAPE,RCR,1.3237349465816115,103.87611546812195,14554.333824070665,14,Freehold
285,DALVEY ROAD,DLV.,CCR,1.261227313311499,103.87899725933904,13984.289689855377,10,Freehold
286,TANGLIN ROAD,ST REGIS RESIDENCES SINGAPORE,CCR,1.262736034050032,103.86915906401944,25338.288947208788,10,999 yrs lease commencing from 1995
287,BALESTIER ROAD,RITZ MANSIONS,RCR,1.2889059895210908,103.88841454423027,12473.04192178016,12,Freehold
288,BALESTIER ROAD,PRESTIGE HEIGHTS,RCR,1.288711864963957,103.88879198938878,16441.61945360148,12,Freehold
289,LORONG 37 GEYLANG,GUILIN MANSIONS,RCR,1.326502896340736,103.87931269080575,11208.08080808081,14,Freehold
290,LORONG 19 GEYLANG,SIMS POINT,RCR,1.315950424008932,103.87666381423321,9210.526315789473,14,Freehold
291,HOLLAND ROAD,DUET,CCR,1.2402278668367732,103.87487761081528,15689.300411522634,10,Freehold
292,LORONG 25A GEYLANG,ADVANCE APARTMENTS,RCR,1.3197630603139645,103.87748205178052,13666.83857658587,14,Freehold
293,TANGLIN ROAD,TANGLIN REGENCY,CCR,1.2526384246831928,103.85565086291211,14627.539362632337,10,99 yrs lease commencing from 1994
294,BALESTIER ROAD,VIIO @ BALESTIER,RCR,1.2821613630898703,103.89042835176564,16576.438274410775,12,Freehold
295,LORONG 32 GEYLANG,REZI 3TWO,RCR,1.323337457359937,103.87567584070784,15234.46379028968,14,Freehold
296,EVELYN ROAD,D'EVELYN,CCR,1.2758800291907855,103.88027614572256,17388.706311406793,11,Freehold
297,JELLICOE ROAD,CITYLIGHTS,RCR,1.2994873433258534,103.87184811404926,16541.510845754616,08,99 yrs lease commencing from 2004
298,SCOTTS ROAD,SCOTTS 28,CCR,1.2711052621048233,103.87337080400968,22750.391485175838,09,Freehold
299,LORONG 33 GEYLANG,CHEN FANG MANSIONS,RCR,1.3244667973714404,103.87890965795752,9528.735632183907,14,Freehold
300,HULLET ROAD,URBAN SUITES,CCR,1.2745993879018838,103.86781859933882,29472.12455812167,09,Freehold
301,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL I,CCR,1.2745843005052768,103.8717649445177,25291.99675020277,09,Freehold
302,THOMSON ROAD,TAN TONG MENG TOWER,CCR,1.2778447456725188,103.89121340978575,10838.158519221643,11,Freehold
303,TREVOSE CRESCENT,TREVOSE PARK,CCR,1.2618719005798678,103.8881541544912,17921.434113973188,11,Freehold
304,CHANGI ROAD,MILLAGE,RCR,1.3355915940367293,103.88043432400951,15648.241441615282,14,Freehold
305,LORONG 33 GEYLANG,CARMI MANSIONS,RCR,1.3245684409637342,103.87925021257644,9245.901639344262,14,Freehold
306,GILSTEAD ROAD,GILSTEAD TWO,CCR,1.2746695791823464,103.8784890252037,21334.070294784582,11,Freehold
307,LORONG MELAYU,EAST SHINE,OCR,1.346483042692186,103.88625613383762,11968.433515801938,14,Freehold
308,GRANGE ROAD,PARKVIEW ECLAT,CCR,1.2602648848440525,103.8644810447056,31506.25323124646,10,Freehold
309,CAIRNHILL ROAD,THE EDGE ON CAIRNHILL,CCR,1.2733319323496357,103.87239903349887,18399.665618370625,09,Freehold
310,DUCHESS ROAD,DUCHESS MANOR,CCR,1.2436615521788825,103.88790658357476,19855.358927823254,10,999 yrs lease commencing from 1875
311,MERGUI ROAD,CITYSCAPE @FARRER PARK,RCR,1.287888794177131,103.88153124442779,14820.396529276737,08,Freehold
312,SHELFORD ROAD,NINETEEN SHELFORD ROAD,CCR,1.248095213155856,103.8896489169068,16138.941339523017,11,Freehold
313,MAKEWAY AVENUE,MAKEWAY VIEW,CCR,1.2778461990986936,103.87642432385304,25664.527956003665,09,Freehold
314,LORONG 29 GEYLANG,TORIEVIEW MANSIONS,RCR,1.322503478271809,103.87801485469386,7935.572425427497,14,Freehold
315,HOLLAND HILL,HOLLAND PEAK,CCR,1.2381484269751288,103.87266071010913,15397.704903318834,10,Freehold
316,TOPAZ ROAD,SUITES @ TOPAZ,RCR,1.3015154656146415,103.89206725666337,14391.593593651436,12,Freehold
317,ADIS ROAD,PARC SOPHIA,CCR,1.2838397062576519,103.86503419765785,17695.413369846425,09,Freehold
318,JALAN KEMAMAN,VERTICUS,RCR,1.2869489809807744,103.8898119299447,21968.309314311373,12,Freehold
319,BALESTIER ROAD,MONVILLE MANSIONS,RCR,1.2817741116553094,103.89061891540506,9413.333333333334,12,Freehold
320,WESTERHOUT ROAD,RESIDENTIAL APARTMENTS,RCR,1.3173389850757677,103.87474933014192,9290.94620757965,14,Freehold
321,ST. MICHAEL'S ROAD,AIRSTREAM,RCR,1.3004108217295844,103.8907763468589,14864.58448882683,12,Freehold
322,PEGU ROAD,BELMONDO VIEW,RCR,1.2875081029500064,103.88673829696947,11783.604516487832,12,Freehold
323,GEYLANG ROAD,PAVILION SQUARE,RCR,1.3162597421999587,103.87648448370993,14826.225186725185,14,Freehold
324,BELMONT ROAD,YGK GARDEN,CCR,1.2353198753537205,103.87632967946377,15683.59375,10,Freehold
325,LEEDON HEIGHTS,D'LEEDON,CCR,1.2405103399054522,103.87980031940003,16462.737443658072,10,99 yrs lease commencing from 2010
326,JALAN EUNOS,THE NAVIAN,OCR,1.3430487431381484,103.89125738352148,17100.650593977247,14,Freehold
327,LORONG 39 GEYLANG,SUNFLOWER GRANDEUR,RCR,1.3270315052049853,103.87960381340277,10885.416666666666,14,Freehold
328,BUKIT TIMAH ROAD,RICH MANSIONS,CCR,1.2697360229023118,103.88085722213823,16217.711031921495,10,Freehold
329,ST. THOMAS WALK,ESPADA,CCR,1.272940967145251,103.86098417810942,25456.23614869263,09,Freehold
330,TAMAN NAKHODA,VILLA DELLE ROSE,CCR,1.2441735516216326,103.87656569231503,14780.878139999922,10,Freehold
331,GRANGE ROAD,GRANGE 1866,CCR,1.2651243327133044,103.86350836396068,29396.359869601525,10,Freehold
332,CAIRNHILL RISE,ALBA,CCR,1.2759357985146165,103.87099272429515,29284.10638349763,09,Freehold
333,HOLLAND ROAD,TOHO MANSIONS,CCR,1.2308833750847528,103.87619271483562,27198.771371140774,10,Freehold
334,NEWTON ROAD,26 NEWTON,CCR,1.277846039827426,103.87921683516203,26106.984234287058,11,Freehold
335,PETAIN ROAD,PETAIN COURT,RCR,1.2952316246970506,103.87546023863011,12258.437801350048,08,Freehold
336,RIVER VALLEY CLOSE,PACIFIC MANSION,CCR,1.2727820498789146,103.85839973190392,14276.660869210926,09,Freehold
337,MARTIN PLACE,MARTIN MODERN,CCR,1.2743131208092844,103.85716367204515,26970.919113389493,09,99 yrs lease commencing from 2016
338,CARLISLE ROAD,CARLYX GREEN,RCR,1.2840765129114446,103.87672125647654,12442.887931034482,08,Freehold
339,DRAYCOTT PARK,DRAYCOTT EIGHT,CCR,1.2683516437256037,103.87494000318696,19881.208015991928,10,99 yrs lease commencing from 1997
340,SOPHIA ROAD,SOPHIA 98,CCR,1.283382455372028,103.8659548128376,14210.17871017871,09,Freehold
341,DUNEARN ROAD,DUNEARN LODGE,CCR,1.2463450866616808,103.88842708730922,13611.111111111111,11,99 yrs lease commencing from 1993
342,AVA ROAD/BALESTIER ROAD,VICTORY POINT,RCR,1.2887896325887431,103.88591208916672,35312.40285980728,12,Freehold
343,FARRER ROAD,WILSHIRE RESIDENCES,CCR,1.2406390175138624,103.87660212420116,26977.06526308441,10,Freehold
344,PHENG GECK AVENUE,NIN RESIDENCE,RCR,1.3063966808066523,103.89640999906845,14000.698563668217,13,99 yrs lease commencing from 2010
345,RIVER VALLEY ROAD,UE SQUARE,CCR,1.2780427975285282,103.85678060333835,18215.78836104769,09,929 yrs lease commencing from 1953
346,HOLLAND ROAD,UNIT 8,CCR,1.241862446330855,103.87327846749993,13172.043010752688,10,Freehold
347,PHENG GECK AVENUE,SENNETT RESIDENCE,RCR,1.306066706469295,103.89525572126101,15506.6257047293,13,99 yrs lease commencing from 2011
348,EVELYN ROAD,SETIA RESIDENCES,CCR,1.2761675881641585,103.87942926908728,19172.02572347267,11,Freehold
349,LORONG 31 GEYLANG,TIVOLI LODGE,RCR,1.3236130821146301,103.87888149716592,7773.109243697479,14,Freehold
350,MEYAPPA CHETTIAR ROAD,THE POIZ RESIDENCES,RCR,1.3033907225980994,103.89496737946293,16072.774753280379,13,99 yrs lease commencing from 2014
351,JALAN MASJID,KEMBANGAN SUITES,OCR,1.3494175702542452,103.88365053574176,14553.499416458548,14,Freehold
352,OXFORD ROAD,KENTISH GREEN,RCR,1.288083726775733,103.87912483160137,10207.591249674124,08,99 yrs lease commencing from 1995
353,JALAN MASJID,D'GALLERY,OCR,1.3488230187938672,103.88349756711617,13722.132712734216,14,Freehold
354,KIM YAM ROAD,GAMBIER COURT,CCR,1.275909917143081,103.85636281395765,14011.657915184667,09,99 yrs lease commencing from 1997
355,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,1.3255101800615,103.87041087152771,16912.526752841608,14,99 yrs lease commencing from 2009
356,LORONG 32 GEYLANG,CENTRO MANSIONS,RCR,1.323277486614871,103.87663841573813,8558.558558558558,14,Freehold
357,THOMSON ROAD,AMANINDA,CCR,1.277089937549802,103.88825268918357,15052.033871061421,11,Freehold
358,MACKENZIE ROAD,PARC MACKENZIE,CCR,1.2841477853978043,103.86984037019094,15154.668269345719,09,Freehold
359,LORONG 39 GEYLANG,D'WEAVE,RCR,1.327004893557996,103.8790676017576,13747.017987087633,14,Freehold
360,JALAN RAJA UDANG,GLOBAL VILLE,RCR,1.2788404544442014,103.89096453855316,11342.789022304543,12,Freehold
361,GILSTEAD ROAD,GILSTEAD 38,CCR,1.2753656727865015,103.88165005323025,10167.163345129447,11,Freehold
362,ORANGE GROVE ROAD,THE ORANGE GROVE,CCR,1.2625116206084515,103.87726232156827,21569.591468378927,10,Freehold
363,LORONG SARINA,THE VINES,OCR,1.3446707402923221,103.88289127765584,11262.894241473761,14,Freehold
364,ST. MICHAEL'S ROAD,ST MICHAEL'S CONDOMINIUM,RCR,1.2987046758009007,103.88960188339708,10275.046276386032,12,Freehold
365,LORONG 26 GEYLANG,REZI 26,RCR,1.3215993612664978,103.87616725394564,13688.423457953406,14,Freehold
366,JALAN HAJI ALIAS,CORONA VILLE,CCR,1.2309737929310063,103.88600715894003,14938.817300968934,10,Freehold
367,ROBIN ROAD,ROBIN SUITES,CCR,1.264916916644656,103.88120261509187,21210.210826547212,10,Freehold
368,LORONG 24 GEYLANG,REZI 24,RCR,1.320078246035493,103.87511603240753,17055.612572710645,14,Freehold
369,MINBU ROAD,MINBU COURT,CCR,1.2846495169720031,103.88895048529379,12290.36574487065,11,Freehold
370,RIVER VALLEY ROAD,RESIDENCES AT 338A,CCR,1.2741985128264117,103.86000474786506,18039.964103898532,09,Freehold
371,GEYLANG ROAD,LE REGAL,RCR,1.3168495658369384,103.87604834567101,13051.452311711095,14,Freehold
372,BEATTY ROAD,STURDEE RESIDENCES,RCR,1.2953905198373143,103.876459271884,16878.34633471105,08,99 yrs lease commencing from 2015
373,SURREY ROAD,THE LINCOLN RESIDENCES,CCR,1.2786355351349978,103.87890084090769,19540.751167167844,11,Freehold
374,LORONG 8 GEYLANG,GOODVIEW APARTMENTS,RCR,1.3132967075115156,103.87518995458652,8000.441782156175,14,Freehold
375,JERVOIS ROAD,JERVOIS MEADOWS,CCR,1.2527249890312877,103.8585472828432,15060.49082496451,10,Freehold
376,MINBU ROAD,MONTEBLEU,CCR,1.2863873357013302,103.88725484375665,16809.23239211299,11,Freehold
377,PARK VALE,THE PARK VALE,CCR,1.2476595495625764,103.893426378918,14893.340606639493,11,999 yrs lease commencing from 1874
378,LORONG 35 GEYLANG,REZI 35,RCR,1.3253732612570632,103.87924650819075,16299.334899079677,14,Freehold
379,LORONG 20 GEYLANG,TREASURES @ G20,RCR,1.3180287776164938,103.87499948084451,12271.253746253748,14,Freehold
380,SALLIM ROAD,SALLIM LODGE,RCR,1.319117371109982,103.88920990855102,9908.256880733945,14,Freehold
381,KENG LEE ROAD,ROCHELLE AT NEWTON,CCR,1.2781555172889154,103.87757890505507,16422.562452339953,11,99 yrs lease commencing from 2008
382,ESSEX ROAD,LION TOWERS,CCR,1.281547890316857,103.88009185776639,14450.86705202312,11,Freehold
383,BALESTIER ROAD,ROCCA BALESTIER,RCR,1.2888271399666502,103.88478382615412,7844.753613292363,12,Freehold
384,SOPHIA ROAD,1919,CCR,1.2828338922788325,103.86638346210742,21270.551468998183,09,Freehold
385,ARCADIA ROAD,HILLCREST ARCADIA,CCR,1.2449496723123556,103.89886738877294,10241.499101191901,11,99 yrs lease commencing from 1975
386,DEVONSHIRE ROAD,DEVONSHIRE 12,CCR,1.2742266649359366,103.86169995902799,21807.9328590981,09,Freehold
