facility_name,facility_type,address,lat,long
K L TAY CLINIC & SURGERY,CHAS Clinic,632 BEDOK RESERVOIR RD 470632,1.3320509461928,103.914145075391
K N CHIN & ASSOCIATES PTE LTD,CHAS Clinic,24 RAFFLES PLACE 048621,1.28385576222736,103.852130314179
K N CHIN & ASSOCIATES PTE LTD Medical Practice,CHAS Clinic,3 TEMASEK BOULEVARD 038983,1.29593189474123,103.859014406987
K. B. TAN CLINIC & LASER SURGERY,CHAS Clinic,625 ELIAS RD 510625,1.37860239755804,103.941978174961
K2 MEDICAL CLINIC,CHAS Clinic,248 SIMEI STREET 3 520248,1.34359376286677,103.953541142784
KALLANG BAHRU FAMILY CLINIC PTE. LTD.,CHAS Clinic,66 KALLANG BAHRU 330066,1.32066445659415,103.869914603946
KANG AN CLINIC PTE LTD,CHAS Clinic,644 BT BATOK CENTRAL 650644,1.34866680951042,103.751790332685
KANG CLINIC,CHAS Clinic,532 ANG MO KIO AVENUE 10 560532,1.37380851529933,103.854594160953
KAO & TAN FAMILY MEDICAL CENTRE & SURGERY PTE LTD,CHAS Clinic,18 JALAN MEMBINA 164018,1.28569742860668,103.826785447839
KARRI FAMILY CLINIC,CHAS Clinic,866A TAMPINES ST 83 521866,1.35536454222897,103.934477898456
KCS Medical Centre Pte Ltd,CHAS Clinic,515 Bedok North Ave 2 460515,1.33186656501132,103.92996022996
KEAT HONG FAMILY MEDICINE CLINIC,CHAS Clinic,2 CHOA CHU KANG LOOP 689687,1.3840958723943,103.74494935896
KENSINGTON FAMILY CLINIC,CHAS Clinic,14D KENSINGTON PARK ROAD 557265,1.36526817884598,103.866111068633
KEPPEL MEDICAL GROUP,CHAS Clinic,9 TELOK BLANGAH CRESCENT 090009,1.27740785896679,103.819408460582
KHO CLINIC,CHAS Clinic,537 BEDOK NORTH ST 3 460537,1.33177300798251,103.924236461317
KHOO CLINIC & SURGERY,CHAS Clinic,998 UPPER SERANGOON RD 534737,1.36228493590194,103.887787767312
KILLINEY MEDICAL CLINIC,CHAS Clinic,61 KILLINEY ROAD 239522,1.2989203432892,103.839550953076
KIM TIAN CLINIC,CHAS Clinic,71 SENG POH ROAD 160071,1.28424655163417,103.83250362737
KING GEORGE'S MEDICAL CLINIC PTE LTD,CHAS Clinic,803 KING GEORGE'S AVE 200803,1.30836526388985,103.860912780811
KL NG MEDICAL CLINIC PTE LTD,CHAS Clinic,1 JALAN BUKIT MERAH 150001,1.28645354013154,103.808242400061
KO FAMILY CLINIC,CHAS Clinic,18 UPPER BOON KENG ROAD 380018,1.31480351435198,103.872301458327
KOH CLINIC & SURGERY,CHAS Clinic,166 BUKIT BATOK WEST AVENUE 8 650166,1.34715255026952,103.742824825687
KOH'S T & T CLINIC AND SURGERY PTE. LTD.,CHAS Clinic,237 SERANGOON AVE 3 550237,1.35381198304475,103.870134574381
KONG KIAN CLINIC,CHAS Clinic,187 UPPER PAYA LEBAR ROAD 534869,1.34010827019145,103.885032593446
Kai Clinic,CHAS Clinic,223 EAST COAST ROAD 428920,1.30763657069386,103.907133515337
Kai Medical Clinic,CHAS Clinic,5 Tampines Street 32 529284,1.35436493798362,103.960042188158
Katong Family Clinic Pte Ltd,CHAS Clinic,263 TANJONG KATONG ROAD 437050,1.30780276675294,103.895551267298
Kelinik Maju,CHAS Clinic,414 Eunos Road 5 400414,1.31811559243751,103.89822067311
Kenneth Loo Family Clinic,CHAS Clinic,152 Bishan St 11 570152,1.34565720338064,103.854641447659
Kenneth Tan Medical Clinic,CHAS Clinic,658 PUNGGOL EAST 820658,1.39990420685096,103.919352747597
Ki Medical Clinic,CHAS Clinic,416 ANG MO KIO AVENUE 10 560416,1.36454170930926,103.855103690664
Kin Mun Clinic,CHAS Clinic,66 LORONG 4 TOA PAYOH 310066,1.33501332560942,103.851778402295
L & H POLYCLINIC AND SURGERY,CHAS Clinic,59 LENGKOK BAHRU 150059,1.28879800624276,103.814352117212
L & L FAMILY MEDICINE CLINIC,CHAS Clinic,6 SIN MING ROAD 575585,1.35286373397832,103.83640721143
L'ving Vine Medical & Wellness Clinic,CHAS Clinic,154 WEST COAST ROAD 127371,1.30369748988215,103.766131294904
LAI MEDICAL CLINIC PTE LTD,CHAS Clinic,213 BT BATOK ST 21 650213,1.34681845431119,103.752496875132
LAN MEDICAL CLINIC & SURGERY,CHAS Clinic,308 CLEMENTI AVE 4 120308,1.32105184993965,103.766910446786
LAVENDER MEDICAL CLINIC & SURGERY PTE LTD,CHAS Clinic,803 KING GEORGE'S AVENUE 200803,1.30836526388985,103.860912780811
LC Clinic Medical Surgery Aesthetics,CHAS Clinic,446 CLEMENTI AVENUE 3 120446,1.31251305739568,103.764927758834
LEE & KOH FAMILY CLINIC,CHAS Clinic,359 BUKIT BATOK ST 31 650359,1.36134370364268,103.751230683361
LEE & TAN FAMILY CLINIC AND SURGERY,CHAS Clinic,72 CIRCUIT RD 370072,1.32454761116775,103.887943886651
LEE CLINIC,CHAS Clinic,467C JOO CHIAT ROAD 427678,1.30659584489558,103.904770224664
LEE CLINIC,CHAS Clinic,123 BEDOK NORTH ST 2 460123,1.32919868633173,103.937343348132
LEE CLINIC AND SURGERY,CHAS Clinic,505 ANG MO KIO AVE 8 560505,1.37485973000549,103.850224901617
LEE FAMILY CLINIC PTE. LTD.,CHAS Clinic,762 JURONG WEST STREET 75 640762,1.34874357156987,103.697732090659
LEONG CLINIC,CHAS Clinic,63B LENGKOK BAHRU 152063,1.28907506818611,103.815318433238
LER CLINIC & SURGERY,CHAS Clinic,835 TAMPINES ST 83 520835,1.351138337645,103.933863132113
LIANG CLINIC,CHAS Clinic,55 SIGLAP ROAD 455871,1.31260423076805,103.923185592863
LIEW CLINIC & SURGERY,CHAS Clinic,116 BT MERAH VIEW 151116,1.28513427063832,103.821532226324
LIFE FAMILY CLINIC,CHAS Clinic,713 ANG MO KIO AVE 6 560713,1.37145809323897,103.846516327213
LIFE FAMILY CLINIC,CHAS Clinic,10 CHOA CHU KANG AVENUE 4 689810,1.38533510950362,103.74435225035
LIFE-LINK CLINIC & SURGERY,CHAS Clinic,446 PASIR RIS DR 6 510446,1.37030619330386,103.957726864829
LIFECARE FAMILY CLINIC,CHAS Clinic,524A JELAPANG ROAD 671524,1.38540569301034,103.766228468168
LIFECARE FAMILY CLINIC & SURGERY,CHAS Clinic,102 YISHUN AVE 5 760102,1.43061830395979,103.828762985206
LIFECARE FAMILY CLINIC & SURGERY,CHAS Clinic,106 HOUGANG AVE 1 530106,1.35370297114613,103.890680792157
LIFECARE MEDICAL CENTRE,CHAS Clinic,36 CIRCUIT ROAD 370036,1.32902607935956,103.886930797614
HEALTHLINK MEDICAL CLINIC & SURGERY,CHAS Clinic,5 UPPER ALJUNIED LANE 360005,1.33372866023576,103.879898474189
HEALTHMARK CLINIC (PASIR RIS),CHAS Clinic,735 PASIR RIS STREET 72 510735,1.37966812078368,103.936574613556
HEALTHPLUS CLINIC & SURGERY,CHAS Clinic,631 BEDOK RESERVOIR ROAD 470631,1.33295923548327,103.914941831149
HEALTHPLUS FAMILY CLINIC & SURGERY,CHAS Clinic,78A TELOK BLANGAH ST 32 101078,1.27338751529297,103.808980553653
HEALTHPOINT FAMILY CLINIC & SURGERY PTE LTD,CHAS Clinic,48 TANGLIN HALT RD 142048,1.30078900913879,103.797626151203
HEALTHSPRINGS MEDICAL ASSOCIATES,CHAS Clinic,541 ORCHARD RD 238881,1.30508722668002,103.830722581301
HEALTHWAY MEDICAL,CHAS Clinic,417 YISHUN AVE 11 760417,1.4243850677914,103.846329063086
HEALTHWAY MEDICAL,CHAS Clinic,110 LENGKONG TIGA 410110,1.32365345260201,103.910853622903
HEALTHWAY MEDICAL,CHAS Clinic,330 ANG MO KIO AVE 1 560330,1.36243186375124,103.851030689601
HEALTHWAY MEDICAL,CHAS Clinic,406 SEMBAWANG DR 750406,1.45292980559221,103.816977584507
HEALTHWAY MEDICAL,CHAS Clinic,3 Gateway Drive 608532,1.33415754643914,103.742766383664
HEALTHWAY MEDICAL,CHAS Clinic,748 YISHUN STREET 72 760748,1.42751898225106,103.833450479218
HEALTHWAY MEDICAL CLINIC,CHAS Clinic,534 CHOA CHU KANG ST 51 680534,1.39224240557078,103.743190998217
HEALTHWERKZ MEDICAL CENTRE @ SEMB MRT,CHAS Clinic,11 CANBERRA ROAD 759775,1.44902668521597,103.820139486431
HEALTHWISE MEDICAL CLINIC & SURGERY,CHAS Clinic,41 JALAN TIGA 390041,1.30782736795111,103.884763845833
HK FAMILY CLINIC & SURGERY PTE LTD,CHAS Clinic,410 ANG MO KIO AVE 10 560410,1.36271541943285,103.854644986918
HL CLINIC PTE LTD,CHAS Clinic,9 TELOK BLANGAH CRESCENT 090009,1.27740785896679,103.819408460582
HL FAMILY CLINIC & SURGERY PTE LTD,CHAS Clinic,111 JALAN BUKIT MERAH 160111,1.28032113582023,103.826185854452
HL FAMILY CLINIC & SURGERY(BEDOK) PTE LTD,CHAS Clinic,89 BEDOK NORTH STREET 4 460089,1.3323346834519,103.938051284815
HO MEDICAL CENTRE PTE LTD,CHAS Clinic,352 CLEMENTI AVENUE 2 120352,1.31427860262492,103.771350557955
HO MEDICAL CLINIC,CHAS Clinic,101 UPPER CROSS ST 058357,1.28577009942741,103.843980123077
HO TONG CLINIC,CHAS Clinic,35 CIRCUIT RD 370035,1.32915899651205,103.886010316195
HONG ASSOCIATES CLINIC,CHAS Clinic,111 JLN BUKIT MERAH 160111,1.28032113582023,103.826185854452
HONG FAMILY CLINIC,CHAS Clinic,282 TAMPINES ST 22 520282,1.34775409914604,103.952436775108
HONG'S CLINIC PEOPLE'S PARK CENTRE,CHAS Clinic,101 UPPER CROSS STREET 058357,1.28577009942741,103.843980123077
HOPE FAMILY CLINIC AND SURGERY,CHAS Clinic,883 WOODLANDS ST 82 730883,1.44275333234585,103.790548015767
HOUGANG FAMILY MEDICINE CLINIC,CHAS Clinic,51 HOUGANG AVENUE 9 538776,1.3753225375634,103.882931930103
PRINCETON FAMILY CLINIC PTE LTD.,CHAS Clinic,445 FAJAR RD 670445,1.38358044593591,103.77076830515
PRO-LIFE MEDICAL ASSOCIATES,CHAS Clinic,253 CHOA CHU KANG AVE 1 680253,1.37736607411235,103.744393648371
PROCROSS MEDICAL CENTRE,CHAS Clinic,449 HOUGANG AVENUE 10 530449,1.37878098225427,103.895153601889
PROHEALTH 24-HOUR MEDICAL CLINIC,CHAS Clinic,259 BUKIT PANJANG RING RD 671259,1.37704293097595,103.773310086642
PROHEALTH MEDICAL GROUP @ BUANGKOK PTE LTD,CHAS Clinic,275D COMPASSVALE LINK 544275,1.38290495770245,103.893713485412
PROHEALTH MEDICAL GROUP @LRT FERNVALE PTE LTD,CHAS Clinic,437 FERNVALE ROAD 790437,1.39255040576997,103.876330395063
PROVIDENCE CLINIC @ BALESTIER,CHAS Clinic,400 BALESTIER ROAD 329802,1.32572472592378,103.850395374008
PSALMS FAMILY CLINIC,CHAS Clinic,293 YISHUN ST 22 760293,1.43611425443645,103.837605236392
PUBLIC MEDICAL CLINIC & SURGERY,CHAS Clinic,664 YISHUN AVE 4 760664,1.4201998655916,103.841074642965
PULSE CLINIC PTE LTD,CHAS Clinic,38 BEO CRESCENT 160038,1.28855393147757,103.827290023429
PUNGGOL FAMILY CLINIC PTE. LTD.,CHAS Clinic,322 SUMANG WALK 820322,1.41124703487775,103.897501361321
Pacific Medical Clinic,CHAS Clinic,290 ORCHARD ROAD 238859,1.30387230856356,103.835857545111
PanCare Medical Clinic,CHAS Clinic,133 ANG MO KIO AVENUE 3 560133,1.37113968579534,103.842644163602
PanHealth Family Clinic,CHAS Clinic,312B SUMANG LINK 822312,1.41135309600349,103.900614671741
Pariqua Clinic,CHAS Clinic,47 Bendemeer Road 330047,1.32339741230277,103.866812029635
Parklane Medical Centre,CHAS Clinic,35 SELEGIE ROAD 188307,1.30064530182129,103.849448611741
Parkway Shenton Medical Group,CHAS Clinic,451 CLEMENTI AVENUE 3 120451,1.31248298515734,103.765476756799
Parkway Shenton Medical Group,CHAS Clinic,10 EUNOS ROAD 8 408600,1.31899666916027,103.894894916119
Parkway Shenton Medical Group,CHAS Clinic,205 HOUGANG STREET 21 530205,1.35954177322502,103.885167372761
Parkway Shenton Medical Group,CHAS Clinic,7 CHANGI BUSINESS PARK CRESCENT 486028,1.33483540517389,103.96657136529
Parkway Shenton Medical Group,CHAS Clinic,681 PUNGGOL DRIVE 820681,1.4027801572994,103.913215100957
ParkwayHealth Primary Care Network,CHAS Clinic,11 COLLYER QUAY 049317,1.28361958417727,103.85206894582
Parsons Medical Clinic Pte Ltd,CHAS Clinic,779 YISHUN AVENUE 2 760779,1.42214461370293,103.833261316719
Peace Family Clinic (WL832),CHAS Clinic,832 WOODLANDS STREET 83 730832,1.43966937731987,103.790761499043
Peak Medical Clinic & Surgery,CHAS Clinic,601B TAMPINES AVENUE 9 522601,1.36088277451527,103.937510784032
Phoenix Medical Group,CHAS Clinic,1 SELETAR ROAD 807011,1.387395393577,103.869135978399
Phoenix Medical Group (Hillview),CHAS Clinic,4 Hillview Rise 667979,1.36267450798777,103.764172920441
New Town Clinic Pte Ltd,CHAS Clinic,59 New Upper Changi Road 461059,1.32405898637368,103.940695612374
Northeast Medical Group,CHAS Clinic,30 SIMEI STREET 3 529888,1.34319707870222,103.953377214636
Northeast Medical Group,CHAS Clinic,20 TAMPINES CENTRAL 1 529538,1.35330167667677,103.945144586726
Northeast Medical Group,CHAS Clinic,10 BUKIT BATOK CENTRAL 659958,1.34903331182218,103.749566478137
Northeast Medical Group,CHAS Clinic,25 GHIM MOH LINK 270025,1.30814746868332,103.786255228682
Norwood Medical Clinic,CHAS Clinic,785E WOODLANDS RISE 735785,1.44680413878616,103.805487571931
Novena Medical Center Family Clinic,CHAS Clinic,10 SINARAN DRIVE 307506,1.3207051098625,103.844160709873
NuHealth Medical Centre,CHAS Clinic,1 WOODLANDS ROAD 677899,1.38032239850194,103.760139846504
Nyam Family Clinic,CHAS Clinic,296 BEDOK ROAD 469452,1.33156190358539,103.948582654929
O2 Medical Clinic,CHAS Clinic,527D PASIR RIS STREET 51 514527,1.36968625480057,103.947922425172
OC MEDICAL RAFFLES PLACE,CHAS Clinic,1 RAFFLES PLACE 048616,1.28434954581843,103.851072545442
OEI & KHO CLINIC AND SURGERY,CHAS Clinic,18 LORONG 7 TOA PAYOH 310018,1.33575723636727,103.856789628566
OGL MEDICAL CENTERS,CHAS Clinic,10 SINARAN DRIVE 307506,1.3207051098625,103.844160709873
OGL MEDICAL JURONG EAST,CHAS Clinic,353 JURONG EAST STREET 31 600353,1.34438071297667,103.730588041072
OGL MEDICAL QUEENSTOWN,CHAS Clinic,158 MEI LING STREET 140158,1.29274038368447,103.802806668566
ONECARE CLINIC ALJUNIED MRT,CHAS Clinic,81 LORONG 25 GEYLANG 388310,1.31644118839199,103.882964033687
ONECARE CLINIC AMK CHENG SAN PTE LTD,CHAS Clinic,531 ANG MO KIO AVENUE 10 560531,1.37332712954829,103.854382572738
ONECARE CLINIC BEDOK MRT,CHAS Clinic,315 NEW UPPER CHANGI ROAD 467347,1.32398184936043,103.92995373635
ONECARE CLINIC CLEMENTI,CHAS Clinic,449 CLEMENTI AVENUE 3 120449,1.31361567922805,103.7648099668
ONECARE CLINIC FERNVALE,CHAS Clinic,417 FERNVALE LINK 790417,1.39158623013568,103.879874611056
ONECARE CLINIC HOUGANG AVE 8,CHAS Clinic,681 HOUGANG AVENUE 8 530681,1.37297840263115,103.885679159796
ONECARE CLINIC PUNGGOL PLAZA,CHAS Clinic,168 PUNGGOL FIELD 820168,1.39423719749383,103.913047323352
ONECARE CLINIC TAMPINES MRT,CHAS Clinic,20 TAMPINES CENTRAL 1 529538,1.35330167667677,103.945144586726
ONELIFE FAMILY CLINIC,CHAS Clinic,534 CHOA CHU KANG ST 51 680534,1.39224240557078,103.743190998217
ONG'S CLINIC,CHAS Clinic,175 BENCOOLEN ST 189649,1.3022432705157,103.852700214599
ORCHARD GROUP CLINIC,CHAS Clinic,545 ORCHARD RD 238882,1.30550610766275,103.829984821697
OUR FAMILY CLINIC & SURGERY PTE LTD,CHAS Clinic,8 JLN BATU 431008,1.30263933997545,103.883179671945
OUR FAMILY CLINIC + SURGERY,CHAS Clinic,221 PASIR RIS ST 21 510221,1.37019473507472,103.961614666694
Physicians Practice Family Medical Center,CHAS Clinic,101 THOMSON ROAD 307591,1.31719450971532,103.843611442751
Pidemco Medical Centre Pte Ltd,CHAS Clinic,156 YISHUN ST 11 760156,1.43188761931188,103.83356775674
Lim Clinic,CHAS Clinic,295 CHANGI ROAD 419773,1.31819877434977,103.907117852416
Little Cross Family Clinic Pte Ltd,CHAS Clinic,929 Tampines St 91 520929,1.34639172452995,103.939613985216
M LAM CLINIC,CHAS Clinic,739 GEYLANG ROAD 389649,1.31497431972343,103.890469845778
M Medical Clinic,CHAS Clinic,681 RACE COURSE ROAD 210681,1.31372067347715,103.85527273394
MACPHERSON MEDICAL CLINIC,CHAS Clinic,78 CIRCUIT ROAD 370078,1.32788057151947,103.885220313162
MANDARIN MEDICAL CENTRE,CHAS Clinic,66 JLN JURONG KECHIL 598586,1.34056695989911,103.773903901185
MANHATTAN MEDICAL CENTRE,CHAS Clinic,151 CHIN SWEE ROAD 169876,1.28703443818283,103.84081324769
MARINA MEDICAL CENTRE (TIONG BAHRU),CHAS Clinic,78 GUAN CHUAN ST 160078,1.28332611342005,103.831014548809
MARINE PARADE CLINIC,CHAS Clinic,59 MARINE TERRACE 440059,1.30585966577796,103.914721779196
MARINE TERRACE FAMILY CLINIC,CHAS Clinic,57 MARINE TERRACE 440057,1.30651257339373,103.91548479998
MAY MEDICAL CLINIC & SURGERY PTE LTD,CHAS Clinic,41 HOLLAND DRIVE 270041,1.30762004868338,103.793463530856
MAYFAIR MEDICAL CLINIC,CHAS Clinic,182 WOODLANDS STREET 13 730182,1.43515895107837,103.77602334337
MD INTERNATIONAL MEDICAL CENTRE,CHAS Clinic,9 TAMAN SERASI 257720,1.30847204130269,103.819135632329
MEDEN CLINIC & SURGERY,CHAS Clinic,59 LENGKOK BAHRU 150059,1.28879800624276,103.814352117212
MEDI CLINIC,CHAS Clinic,2 JALAN KUKOH 163002,1.28857969896702,103.839614514953
MEDICA CLINIC,CHAS Clinic,681 HOUGANG AVE 8 530681,1.37297840263115,103.885679159796
MEDICAL AESTHETICS,CHAS Clinic,681 HOUGANG AVE 8 530681,1.37297840263115,103.885679159796
MEDICAL AESTHETICS,CHAS Clinic,450 CLEMENTI AVENUE 3 120450,1.31353886094619,103.765476305113
MEDICAL AND DENTAL CENTRE @ COMMONWEALTH,CHAS Clinic,88 TANGLIN HALT ROAD 141088,1.30203802186463,103.798021743481
MEDICARE ASSOCIATES,CHAS Clinic,482 TAMPINES AVE 9 ST 43 520482,1.36163049159223,103.953000934042
MEDICO CLINIC & SURGERY,CHAS Clinic,249 JURONG EAST STREET 24 600249,1.34256242271947,103.739259690046
MEDIHEALTH BISHAN CLINIC & SURGERY,CHAS Clinic,121 BISHAN ST 12 570121,1.34718667802698,103.851049225039
MEDILIFE CLINIC & SURGERY,CHAS Clinic,474 TAMPINES ST 43 520474,1.3598729915218,103.952787602752
MEDILINE WEI MIN CLINIC,CHAS Clinic,81 MARINE PARADE CENTRAL 440081,1.30264128620025,103.907073248069
MEDINA MEDICAL CENTRE,CHAS Clinic,479 TAMPINES STREET 44 520479,1.36143356274786,103.953567370888
MEDIPOINT MEDICAL CENTRE (PONGGOL BRANCH),CHAS Clinic,401 HOUGANG AVE 10 530401,1.3748433946064,103.896994161671
MEDIPOINT MEDICAL CENTRE (WOODLANDS BRANCH),CHAS Clinic,548 WOODLANDS DR 44 730548,1.43089714599658,103.793927429127
MEDIVENE CLINIC & SURGERY,CHAS Clinic,330 ANCHORVALE STREET 540330,1.39684979899238,103.889246755478
MEDLIFE CLINIC & SURGERY,CHAS Clinic,684 HOUGANG AVENUE 8 530684,1.37395840472847,103.886898456404
MEENARA CLINIC,CHAS Clinic,422 ANG MO KIO AVE 3 560422,1.36799988803163,103.851873942669
MEI LING CLINIC,CHAS Clinic,158 MEI LING ST 140158,1.29274038368447,103.802806668566
MEI LING CLINIC (TOA PAYOH),CHAS Clinic,500 LOR 6 TOA PAYOH 310500,1.33285542877339,103.847092284339
MERIDIAN MEDICAL AND DENTAL CENTRE,CHAS Clinic,327 HOUGANG AVE 5 530327,1.36830683228958,103.895987624634
MHC FAMILY CLINIC (ANG MO KIO),CHAS Clinic,452 ANG MO KIO AVE 10 560452,1.36889751154086,103.856200835268
MILFORD MEDICAL GROUP,CHAS Clinic,237 SERANGOON AVE 3 550237,1.35381198304475,103.870134574381
MILLENNIUM MEDICAL GROUP,CHAS Clinic,849 WOODLANDS ST 82 730849,1.44131059420711,103.792065607546
MILLENNIUM MEDICAL GROUP,CHAS Clinic,533 CHOA CHU KANG ST 51 680533,1.39207388757417,103.743099573448
MINMED CLINIC (HAIG ROAD),CHAS Clinic,30 HAIG RD 438737,1.3132165367769,103.895731869996
MINMED CLINIC (PASIR RIS),CHAS Clinic,1 PASIR RIS CENTRAL STREET 3 518457,1.37244981704712,103.949715695148
MINMED CLINIC (PUNGGOL),CHAS Clinic,83 PUNGGOL CENTRAL 828761,1.40648462103214,103.902105681174
MINMED CLINIC (YISHUN),CHAS Clinic,1 NORTHPOINT DRIVE 768019,1.42790289016825,103.836177650724
MINT MEDICAL CENTRE (FUNAN),CHAS Clinic,107 NORTH BRIDGE ROAD 179105,1.2913475971014,103.849989789705
MISSION MEDICAL CLINIC,CHAS Clinic,780 UPPER SERANGOON ROAD 534649,1.35450868285372,103.879280959211
MOBILEDOCTOR CLINIC,CHAS Clinic,20 CROSS STREET 048422,1.2837457628788,103.847469683651
MUTUAL HEALTHCARE MEDICAL CLINIC,CHAS Clinic,319B ANCHORVALE DR 542319,1.39139722628005,103.890466406973
MUTUAL HEALTHCARE MEDICAL CLINIC,CHAS Clinic,106A PUNGGOL FIELD 821106,1.39660486039663,103.908344134041
MY DOCTOR'S PLACE PTE LTD,CHAS Clinic,218 BEDOK NORTH STREET 1 460218,1.32749295502142,103.934249434387
MY FAMILY CLINIC (ANCHORVALE),CHAS Clinic,326A ANCHORVALE ROAD 541326,1.39491417281225,103.888000137553
MY FAMILY CLINIC (CHOA CHU KANG),CHAS Clinic,475 CHOA CHU KANG AVE 3 680475,1.37789727696934,103.739015486131
MY FAMILY CLINIC (CLEMENTI 325) PTE LTD,CHAS Clinic,325 CLEMENTI AVE 5 120325,1.31509668516835,103.766817400699
MY FAMILY CLINIC (SEGAR),CHAS Clinic,485 SEGAR ROAD 670485,1.38868132350767,103.771312569595
MY FAMILY CLINIC (ST GEORGE),CHAS Clinic,2 ST. GEORGE'S ROAD 328023,1.32241677134775,103.863267718732
MY FAMILY CLINIC (WOODLANDS GLEN),CHAS Clinic,573 WOODLANDS DRIVE 16 730573,1.43109807249328,103.7985076215
MY FAMILY CLINIC (WOODLANDS),CHAS Clinic,768 WOODLANDS AVE 6 730768,1.44562290748789,103.798140993881
MYDOCTOR@ADMIRALTY PTE LTD,CHAS Clinic,693 WOODLANDS AVENUE 6 730693,1.43808788035983,103.80376495913
MYHEALTH MEDICAL CENTRE,CHAS Clinic,501 WEST COAST DRIVE 120501,1.31129566349864,103.75886443455
Make-Well Family Clinic & Surgery,CHAS Clinic,70 LORONG 4 TOA PAYOH 310070,1.33444874920961,103.852333287775
Mary Medical Clinic and Surgery,CHAS Clinic,252 JURONG EAST STREET 24 600252,1.34302644245795,103.738145286322
Mayfair Medical Clinic (Yishun Chong Pang),CHAS Clinic,103 YISHUN RING ROAD 760103,1.43136934942161,103.828892847597
Medi Healthcare Clinic (Punggol),CHAS Clinic,218 SUMANG WALK 820218,1.40322712503317,103.895387022161
Medic Surgical & Laser Clinic,CHAS Clinic,1 TANJONG PAGAR PLAZA 082001,1.27568702794453,103.842433596845
Medivale Medical Clinic,CHAS Clinic,236 YISHUN RING ROAD 760236,1.43416807953309,103.83899894357
Mediview Clinic and Surgery,CHAS Clinic,150 Toa Payoh Lorong 1 310150,1.33378519647731,103.84451622696
Meridian Medical Centre,CHAS Clinic,108 Depot Road 100108,1.28084469424139,103.810292617921
Minmed Clinic (Jurong East),CHAS Clinic,50 JURONG GATEWAY ROAD 608549,1.33329334481438,103.743278742127
Minmed Clinic (Sengkang),CHAS Clinic,1 SENGKANG SQUARE 545078,1.39205314124118,103.895070543472
Minmed Health Screeners,CHAS Clinic,290 Orchard Road 238859,1.30387230856356,103.835857545111
Mint Medical Centre,CHAS Clinic,1 HARBOURFRONT PLACE 098633,1.26477806953607,103.819139250561
Mission (Bukit Batok) Medical Clinic,CHAS Clinic,395A Bukit Batok West Ave 5 651395,1.36393821477867,103.751896006132
Mission (Hougang) Medical Clinic,CHAS Clinic,356 HOUGANG AVE 7 530356,1.37259314180223,103.898813147316
Mission Cross Family Clinic,CHAS Clinic,348 YISHUN AVENUE 11 760348,1.42662488360089,103.842930213631
Mount Alvernia Outreach Medical Clinic,CHAS Clinic,20 LENGKOK BAHRU 159053,1.28736604111919,103.814818125298
Mount Alvernia Outreach Medical Clinic,CHAS Clinic,7A LORONG 8 TOA PAYOH 319264,1.3400817316314,103.856985734384
Mutual Healthcare Medical Clinic,CHAS Clinic,205A Compassvale Lane 541205,1.38603998431281,103.896966679981
My Family Clinic (Angsana Breeze @ Yishun),CHAS Clinic,507 YISHUN AVENUE 4 760507,1.41517413108586,103.83982778486
My Family Clinic (Clementi),CHAS Clinic,420A CLEMENTI AVENUE 1 121420,1.30979102118924,103.768657660932
My Family Clinic (Hougang Central),CHAS Clinic,804 HOUGANG CENTRAL 530804,1.37115128104866,103.894473676698
My Family Clinic (Pioneer),CHAS Clinic,638 Jurong West St 61 640638,1.34169239237791,103.697174842354
My Family Clinic (Punggol Central),CHAS Clinic,301 PUNGGOL CENTRAL 820301,1.40371939727893,103.906138007036
My Family Clinic (Rivervale),CHAS Clinic,11 Rivervale Crescent 545082,1.39250411008759,103.904483668484
My Family Clinic (Senja),CHAS Clinic,628 Senja Road 670628,1.38512867357186,103.760410617966
My Family Clinic (Tanglin Halt),CHAS Clinic,46-2 COMMONWEALTH DRIVE 140462,1.29996199426431,103.798227586733
My Family Clinic? (Toa Payoh Central),CHAS Clinic,79D TOA PAYOH CENTRAL 314079,1.33464084342805,103.849165515059
My doctor @ Lakeside,CHAS Clinic,201 BOON LAY WAY 649845,1.34425911463583,103.720949087875
N B THAM CLINIC PTE LTD,CHAS Clinic,8 WHAMPOA DRIVE 327718,1.3224904462066,103.853367215257
NANYANG CENTRE CLINIC,CHAS Clinic,959 JURONG WEST ST 92 640959,1.34148123560942,103.690721731343
NATIONAL CLINIC,CHAS Clinic,352 CLEMENTI AVE 2 120352,1.31427860262492,103.771350557955
NCS Medical Clinic,CHAS Clinic,"5 ANG MO KIO STREET 62, BLK A 569141",1.38789128850575,103.844038054823
NEECARE MEDICAL CENTRE,CHAS Clinic,371 BUKIT BATOK STREET 31 650371,1.35925940880518,103.75069463099
NEIGHBOURHOOD MEDICAL CLINIC,CHAS Clinic,683 HOUGANG AVE 8 530683,1.37331270083797,103.886367847372
NEO CLINIC  & SURGERY,CHAS Clinic,257 BANGKIT ROAD 670257,1.37850873569471,103.773212348102
NEO MEDICAL CENTRE,CHAS Clinic,120 POTONG PASIR AVE 1 350120,1.33545353276581,103.863387980485
NEOH & ONG MEDICAL CLINIC,CHAS Clinic,2A EUNOS CRESCENT 401002,1.32020110490051,103.903193510186
NEW HEALTH FAMILY CLINIC Pte Ltd,CHAS Clinic,108 Depot Road 100108,1.28084469424139,103.810292617921
